ICTV_ID	Isolate_ID	Exemplar_Additional	Accession_Index	Segment_Name	Accession	Start_Loc	End_Loc	Sort	Isolate_Sort	Original_GENBANK_Accessions	Errors	Realm	Subrealm	Kingdom	Subkingdom	Phylum	Subphylum	Class	Subclass	Order	Suborder	Family	Subfamily	Genus	Subgenus	Species	Virus_Names	accession_raw_file_name	accession_fa_file_name
ICTV202010599	VMR1009693	E	1		BK013719			10927	1	BK013719		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus asiovivens	ssRNA phage SRR7976300_5	./fasta_new_vmr_b/Koteshevirus/BK013719.raw	./fasta_new_vmr_b/Koteshevirus/BK013719.fa
ICTV202010570	VMR1009672	E	1		BK013672			10928	1	BK013672		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus caenihabitans	ssRNA phage SRR6255733_2	./fasta_new_vmr_b/Koteshevirus/BK013672.raw	./fasta_new_vmr_b/Koteshevirus/BK013672.fa
ICTV202316345	VMR1026796	E	1		CASDWV010004002			10929	1	CASDWV010004002		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus chorovicinum	ssRNA phage 97259	./fasta_new_vmr_b/Koteshevirus/CASDWV010004002.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010004002.fa
ICTV202316346	VMR1026797	E	1		CASDWV010004767			10930	1	CASDWV010004767		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus chorovivens	ssRNA phage 130355	./fasta_new_vmr_b/Koteshevirus/CASDWV010004767.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010004767.fa
ICTV202316347	VMR1026798	E	1		CASDWV010003881			10931	1	CASDWV010003881		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus chthonovivens	ssRNA phage 93329	./fasta_new_vmr_b/Koteshevirus/CASDWV010003881.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010003881.fa
ICTV202316348	VMR1026799	E	1		OM514507			10932	1	OM514507		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus dinebrenecus	Sanya fiers-like virus 23	./fasta_new_vmr_b/Koteshevirus/OM514507.raw	./fasta_new_vmr_b/Koteshevirus/OM514507.fa
ICTV202316349	VMR1026800	E	1		OM514515			10933	1	OM514515		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus dinebricola	Sanya fiers-like virus 31	./fasta_new_vmr_b/Koteshevirus/OM514515.raw	./fasta_new_vmr_b/Koteshevirus/OM514515.fa
ICTV202316350	VMR1026801	E	1		OM514526			10934	1	OM514526		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus dinebrivicinum	Sanya fiers-like virus 42	./fasta_new_vmr_b/Koteshevirus/OM514526.raw	./fasta_new_vmr_b/Koteshevirus/OM514526.fa
ICTV202010311	VMR1009514	E	1		BK014036			10935	1	BK014036		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus edaphadaptatum	ssRNA phage Gerhypos.2_12	./fasta_new_vmr_b/Koteshevirus/BK014036.raw	./fasta_new_vmr_b/Koteshevirus/BK014036.fa
ICTV202316351	VMR1026802	E	1		CASDWV010002135			10936	1	CASDWV010002135		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus edaphenecus	ssRNA phage 51422	./fasta_new_vmr_b/Koteshevirus/CASDWV010002135.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010002135.fa
ICTV202010317	VMR1009516	E	1		BK013528			10937	1	BK013528		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus edaphocola	ssRNA phage Gerhypos.4_66	./fasta_new_vmr_b/Koteshevirus/BK013528.raw	./fasta_new_vmr_b/Koteshevirus/BK013528.fa
ICTV202010319	VMR1009517	E	1		BK013433			10938	1	BK013433		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus edaphohabitans	ssRNA phage Zoerhiza.1_38	./fasta_new_vmr_b/Koteshevirus/BK013433.raw	./fasta_new_vmr_b/Koteshevirus/BK013433.fa
ICTV202010320	VMR1009518	E	1		BK013901			10939	1	BK013901		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus edaphovicinum	ssRNA phage Zoerhiza.3_4	./fasta_new_vmr_b/Koteshevirus/BK013901.raw	./fasta_new_vmr_b/Koteshevirus/BK013901.fa
ICTV202316352	VMR1026803	E	1		ON163913			10940	1	ON163913		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus faecivivens	Leviviridae sp.174-k141_168337	./fasta_new_vmr_b/Koteshevirus/ON163913.raw	./fasta_new_vmr_b/Koteshevirus/ON163913.fa
ICTV202316353	VMR1026804	E	1		CASDWV010002069			10941	1	CASDWV010002069		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus geoadaptatum	ssRNA phage 49902	./fasta_new_vmr_b/Koteshevirus/CASDWV010002069.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010002069.fa
ICTV202316354	VMR1026805	E	1		MN033375			10942	1	MN033375		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus graminiscola	Leviviridae sp. H3_Bulk_Litter_17_scaffold_1541	./fasta_new_vmr_b/Koteshevirus/MN033375.raw	./fasta_new_vmr_b/Koteshevirus/MN033375.fa
ICTV202316355	VMR1026806	E	1		OM514453			10943	1	OM514453		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus leersiihabitans	Sanya fiers-like virus 1	./fasta_new_vmr_b/Koteshevirus/OM514453.raw	./fasta_new_vmr_b/Koteshevirus/OM514453.fa
ICTV202316356	VMR1026807	E	1		CASDWV010004540			10944	1	CASDWV010004540		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus limicola	ssRNA phage 122474	./fasta_new_vmr_b/Koteshevirus/CASDWV010004540.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010004540.fa
ICTV202316357	VMR1026808	E	1		CASDWV010002269			10945	1	CASDWV010002269		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus limivivens	ssRNA phage 53722	./fasta_new_vmr_b/Koteshevirus/CASDWV010002269.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010002269.fa
ICTV202010510	VMR1009633	E	1		BK013605			10946	1	BK013605		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus lutadaptatum	ssRNA phage SRR6960799_24	./fasta_new_vmr_b/Koteshevirus/BK013605.raw	./fasta_new_vmr_b/Koteshevirus/BK013605.fa
ICTV202010358	VMR1009542	E	1		BK013640			10947	1	BK013640		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus luticola	ssRNA phage SRR5466725_17	./fasta_new_vmr_b/Koteshevirus/BK013640.raw	./fasta_new_vmr_b/Koteshevirus/BK013640.fa
ICTV202316358	VMR1026809	E	1		CASDWV010001308			10948	1	CASDWV010001308		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus messicola	ssRNA phage 37681	./fasta_new_vmr_b/Koteshevirus/CASDWV010001308.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010001308.fa
ICTV202316359	VMR1026810	E	1		CASDWV010000210			10949	1	CASDWV010000210		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus neoarvicola	ssRNA phage 3910	./fasta_new_vmr_b/Koteshevirus/CASDWV010000210.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010000210.fa
ICTV202316360	VMR1026811	E	1		CASDWV010001377			10950	1	CASDWV010001377		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus neoarvivicinum	ssRNA phage 39038	./fasta_new_vmr_b/Koteshevirus/CASDWV010001377.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010001377.fa
ICTV202316361	VMR1026812	E	1		CASDWV010003811			10951	1	CASDWV010003811		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus neoasiovivens	ssRNA phage 90435	./fasta_new_vmr_b/Koteshevirus/CASDWV010003811.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010003811.fa
ICTV202316362	VMR1026813	E	1		CASDWV010000676			10952	1	CASDWV010000676		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus neoedaphocola	ssRNA phage 20388	./fasta_new_vmr_b/Koteshevirus/CASDWV010000676.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010000676.fa
ICTV202316363	VMR1026814	E	1		CASDWV010002270			10953	1	CASDWV010002270		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus pelovivens	ssRNA phage 53723	./fasta_new_vmr_b/Koteshevirus/CASDWV010002270.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010002270.fa
ICTV202316364	VMR1026815	E	1		CASDWV010001128			10954	1	CASDWV010001128		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus radicihabitans	ssRNA phage 32153	./fasta_new_vmr_b/Koteshevirus/CASDWV010001128.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010001128.fa
ICTV202316365	VMR1026816	E	1		CASDWV010002882			10955	1	CASDWV010002882		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus radicivicinum	ssRNA phage 68410	./fasta_new_vmr_b/Koteshevirus/CASDWV010002882.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010002882.fa
ICTV202316366	VMR1026817	E	1		CASDWV010000019			10956	1	CASDWV010000019		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus segeticola	ssRNA phage 334	./fasta_new_vmr_b/Koteshevirus/CASDWV010000019.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010000019.fa
ICTV202316367	VMR1026818	E	1		CASDWV010001674			10957	1	CASDWV010001674		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus segetivicinum	ssRNA phage 43607	./fasta_new_vmr_b/Koteshevirus/CASDWV010001674.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010001674.fa
ICTV202316368	VMR1026819	E	1		CASDWV010003974			10958	1	CASDWV010003974		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus solicola	ssRNA phage 97109	./fasta_new_vmr_b/Koteshevirus/CASDWV010003974.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010003974.fa
ICTV202316369	VMR1026820	E	1		CASDWV010003595			10959	1	CASDWV010003595		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus solivivens	ssRNA phage 85945	./fasta_new_vmr_b/Koteshevirus/CASDWV010003595.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010003595.fa
ICTV202316370	VMR1026821	E	1		CASDWV010001115			10960	1	CASDWV010001115		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus terradaptatum	ssRNA phage 31392	./fasta_new_vmr_b/Koteshevirus/CASDWV010001115.raw	./fasta_new_vmr_b/Koteshevirus/CASDWV010001115.fa
ICTV202010270	VMR1009487	E	1		BK013453			10961	1	BK013453		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Koteshevirus		Koteshevirus terrivivens	ssRNA phage Esthiorhiza.2_36	./fasta_new_vmr_b/Koteshevirus/BK013453.raw	./fasta_new_vmr_b/Koteshevirus/BK013453.fa
ICTV202010431	VMR1009582	E	1		BK013646			10962	1	BK013646		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kowinovirus		Kowinovirus pelenecus	ssRNA phage SRR5466727_4	./fasta_new_vmr_b/Kowinovirus/BK013646.raw	./fasta_new_vmr_b/Kowinovirus/BK013646.fa
ICTV202010433	VMR1009583	E	1		BK014063			10963	1	BK014063		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kuhshuvirus		Kuhshuvirus pelovicinum	ssRNA phage SRR6960799_8	./fasta_new_vmr_b/Kuhshuvirus/BK014063.raw	./fasta_new_vmr_b/Kuhshuvirus/BK014063.fa
ICTV202316371	VMR1027208	E	1		CASDWV010000697			10964	1	CASDWV010000697		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus arvadaptatum	ssRNA phage 21364	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000697.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000697.fa
ICTV202316372	VMR1027209	E	1		CASDWV010001432			10965	1	CASDWV010001432		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus arvivivens	ssRNA phage 40028	./fasta_new_vmr_b/Kungsnevirus/CASDWV010001432.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010001432.fa
ICTV202316373	VMR1027210	E	1		CASDWV010001478			10966	1	CASDWV010001478		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus caenihabitans	ssRNA phage 40785	./fasta_new_vmr_b/Kungsnevirus/CASDWV010001478.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010001478.fa
ICTV202316374	VMR1027211	E	1		CASDWV010000366			10967	1	CASDWV010000366		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus choradaptatum	ssRNA phage 6722	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000366.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000366.fa
ICTV202316375	VMR1027212	E	1		CASDWV010002045			10968	1	CASDWV010002045		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus chthonadaptatum	ssRNA phage 49717	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002045.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002045.fa
ICTV202316376	VMR1027213	E	1		OM514524			10969	1	OM514524		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus dinebrihabitans	Sanya fiers-like virus 40	./fasta_new_vmr_b/Kungsnevirus/OM514524.raw	./fasta_new_vmr_b/Kungsnevirus/OM514524.fa
ICTV202316377	VMR1027214	E	1		CASDWV010003556			10970	1	CASDWV010003556		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus edaphohabitans	ssRNA phage 85328	./fasta_new_vmr_b/Kungsnevirus/CASDWV010003556.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010003556.fa
ICTV202316378	VMR1027215	E	1		CASDWV010002385			10971	1	CASDWV010002385		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus limihabitans	ssRNA phage 56171	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002385.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002385.fa
ICTV202316379	VMR1027216	E	1		CASDWV010000162			10972	1	CASDWV010000162		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus limivivens	ssRNA phage 3026	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000162.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000162.fa
ICTV202316380	VMR1027217	E	1		CASDWV010002308			10973	1	CASDWV010002308		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus peladaptatum	ssRNA phage 54447	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002308.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002308.fa
ICTV202316381	VMR1027218	E	1		CASDWV010004235			10974	1	CASDWV010004235		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus segetenecus	ssRNA phage 114119	./fasta_new_vmr_b/Kungsnevirus/CASDWV010004235.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010004235.fa
ICTV202316382	VMR1027219	E	1		CASDWV010000024			10975	1	CASDWV010000024		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus segeticola	ssRNA phage 683	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000024.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010000024.fa
ICTV202316383	VMR1027220	E	1		CASDWV010002333			10976	1	CASDWV010002333		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungsnevirus		Kungsnevirus solenecus	ssRNA phage 54828	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002333.raw	./fasta_new_vmr_b/Kungsnevirus/CASDWV010002333.fa
ICTV202316384	VMR1027221	E	1		CASDWV010004192			10977	1	CASDWV010004192		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Kungspuvirus		Kungspuvirus chthonovicinum	ssRNA phage 110593	./fasta_new_vmr_b/Kungspuvirus/CASDWV010004192.raw	./fasta_new_vmr_b/Kungspuvirus/CASDWV010004192.fa
ICTV202316385	VMR1027222	E	1		CASDWV010004310			10978	1	CASDWV010004310		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lahbwuvirus		Lahbwuvirus telluricola	ssRNA phage 116025	./fasta_new_vmr_b/Lahbwuvirus/CASDWV010004310.raw	./fasta_new_vmr_b/Lahbwuvirus/CASDWV010004310.fa
ICTV202316386	VMR1027225	E	1		CASDWV010003216			10979	1	CASDWV010003216		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lahdbrovirus		Lahdbrovirus caenivivens	ssRNA phage 76564	./fasta_new_vmr_b/Lahdbrovirus/CASDWV010003216.raw	./fasta_new_vmr_b/Lahdbrovirus/CASDWV010003216.fa
ICTV202316387	VMR1027226	E	1		CASDWV010004241			10980	1	CASDWV010004241		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Langlevirus		Langlevirus chthonohabitans	ssRNA phage 114377	./fasta_new_vmr_b/Langlevirus/CASDWV010004241.raw	./fasta_new_vmr_b/Langlevirus/CASDWV010004241.fa
ICTV202316388	VMR1027184	E	1		CASDWV010004376			10981	1	CASDWV010004376		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Leahmovirus		Leahmovirus terrivicinum	ssRNA phage 117653	./fasta_new_vmr_b/Leahmovirus/CASDWV010004376.raw	./fasta_new_vmr_b/Leahmovirus/CASDWV010004376.fa
ICTV202316389	VMR1027178	E	1		CASDWV010004548			10982	1	CASDWV010004548		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lecwavirus		Lecwavirus telluradaptatum	ssRNA phage 122866	./fasta_new_vmr_b/Lecwavirus/CASDWV010004548.raw	./fasta_new_vmr_b/Lecwavirus/CASDWV010004548.fa
ICTV202316390	VMR1027179	E	1		CASDWV010001969			10983	1	CASDWV010001969		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lehamuvirus		Lehamuvirus humadaptatum	ssRNA phage 48165	./fasta_new_vmr_b/Lehamuvirus/CASDWV010001969.raw	./fasta_new_vmr_b/Lehamuvirus/CASDWV010001969.fa
ICTV202316391	VMR1027202	E	1		CASDWV010004418			10984	1	CASDWV010004418		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lighthovirus		Lighthovirus solihabitans	ssRNA phage 118628	./fasta_new_vmr_b/Lighthovirus/CASDWV010004418.raw	./fasta_new_vmr_b/Lighthovirus/CASDWV010004418.fa
ICTV202316392	VMR1027203	E	1		CASDWV010002575			10985	1	CASDWV010002575		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lighthovirus		Lighthovirus tellurivicinum	ssRNA phage 60931	./fasta_new_vmr_b/Lighthovirus/CASDWV010002575.raw	./fasta_new_vmr_b/Lighthovirus/CASDWV010002575.fa
ICTV202316393	VMR1027204	E	1		CASDWV010003534			10986	1	CASDWV010003534		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lihdtlovirus		Lihdtlovirus solihabitans	ssRNA phage 84979	./fasta_new_vmr_b/Lihdtlovirus/CASDWV010003534.raw	./fasta_new_vmr_b/Lihdtlovirus/CASDWV010003534.fa
ICTV202316394	VMR1027205	E	1		CASDWV010002348			10987	1	CASDWV010002348		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lihtdlivirus		Lihtdlivirus caenihabitans	ssRNA phage 54867	./fasta_new_vmr_b/Lihtdlivirus/CASDWV010002348.raw	./fasta_new_vmr_b/Lihtdlivirus/CASDWV010002348.fa
ICTV202010318	VMR1009515	E	1		BK013823			10988	1	BK013823		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lihtdlivirus		Lihtdlivirus edaphenecus	ssRNA phage Gerhypos.4_67	./fasta_new_vmr_b/Lihtdlivirus/BK013823.raw	./fasta_new_vmr_b/Lihtdlivirus/BK013823.fa
ICTV202316395	VMR1027206	E	1		CASDWV010000586			10989	1	CASDWV010000586		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lihtdlivirus		Lihtdlivirus edaphovicinum	ssRNA phage 15559	./fasta_new_vmr_b/Lihtdlivirus/CASDWV010000586.raw	./fasta_new_vmr_b/Lihtdlivirus/CASDWV010000586.fa
ICTV202316396	VMR1027207	E	1		CASDWV010004460			10990	1	CASDWV010004460		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lihtdlivirus		Lihtdlivirus geovicinum	ssRNA phage 120076	./fasta_new_vmr_b/Lihtdlivirus/CASDWV010004460.raw	./fasta_new_vmr_b/Lihtdlivirus/CASDWV010004460.fa
ICTV202316397	VMR1027185	E	1		CASDWV010000573			10991	1	CASDWV010000573		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Litdlevirus		Litdlevirus arvicola	ssRNA phage 14569	./fasta_new_vmr_b/Litdlevirus/CASDWV010000573.raw	./fasta_new_vmr_b/Litdlevirus/CASDWV010000573.fa
ICTV202316398	VMR1027186	E	1		CASDWV010004629			10992	1	CASDWV010004629		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Litdlevirus		Litdlevirus humivivens	ssRNA phage 125231	./fasta_new_vmr_b/Litdlevirus/CASDWV010004629.raw	./fasta_new_vmr_b/Litdlevirus/CASDWV010004629.fa
ICTV202316399	VMR1027190	E	1		CASDWV010001159			10993	1	CASDWV010001159		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Loamavirus		Loamavirus messadaptatum	ssRNA phage 33462	./fasta_new_vmr_b/Loamavirus/CASDWV010001159.raw	./fasta_new_vmr_b/Loamavirus/CASDWV010001159.fa
ICTV202010491	VMR1009622	E	1		BK013593			10994	1	BK013593		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Loghdhuvirus		Loghdhuvirus borborovicinum	ssRNA phage SRR6960799_26	./fasta_new_vmr_b/Loghdhuvirus/BK013593.raw	./fasta_new_vmr_b/Loghdhuvirus/BK013593.fa
ICTV202010435	VMR1009584	E	1		BK014101			10995	1	BK014101		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lohmavirus		Lohmavirus borborovivens	ssRNA phage SRR5466725_19	./fasta_new_vmr_b/Lohmavirus/BK014101.raw	./fasta_new_vmr_b/Lohmavirus/BK014101.fa
ICTV202316400	VMR1027271	E	1		OM514501			10996	1	OM514501		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lohngkovirus		Lohngkovirus allodinebrihabitans	Sanya fiers-like virus 17	./fasta_new_vmr_b/Lohngkovirus/OM514501.raw	./fasta_new_vmr_b/Lohngkovirus/OM514501.fa
ICTV202010271	VMR1009480	E	1		BK013667			10997	1	BK013667		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lohngkovirus		Lohngkovirus borborovicinum	ssRNA phage SRR6049586_1	./fasta_new_vmr_b/Lohngkovirus/BK013667.raw	./fasta_new_vmr_b/Lohngkovirus/BK013667.fa
ICTV202010272	VMR1009481	E	1		BK013597			10998	1	BK013597		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lohngkovirus		Lohngkovirus borborovivens	ssRNA phage SRR6960799_21	./fasta_new_vmr_b/Lohngkovirus/BK013597.raw	./fasta_new_vmr_b/Lohngkovirus/BK013597.fa
ICTV202010273	VMR1009482	E	1		BK014062			10999	1	BK014062		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lohngkovirus		Lohngkovirus caenadaptatum	ssRNA phage SRR6960799_22	./fasta_new_vmr_b/Lohngkovirus/BK014062.raw	./fasta_new_vmr_b/Lohngkovirus/BK014062.fa
ICTV202010274	VMR1009483	E	1		BK014069			11000	1	BK014069		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lohngkovirus		Lohngkovirus caenenecus	ssRNA phage SRR6960799_23	./fasta_new_vmr_b/Lohngkovirus/BK014069.raw	./fasta_new_vmr_b/Lohngkovirus/BK014069.fa
ICTV202010275	VMR1009484	E	1		BK013714			11001	1	BK013714		Riboviria		Orthornavirae		Lenarviricota		Leviviricetes		Norzivirales		Fiersviridae		Lohngkovirus		Lohngkovirus caenicola	ssRNA phage SRR7976299_11	./fasta_new_vmr_b/Lohngkovirus/BK013714.raw	./fasta_new_vmr_b/Lohngkovirus/BK013714.fa
